id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=166",This product so far has not disappointed. My children love to use it and I like the ability to monitor control what content they see with ease.,Kindle,,,Adapter
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=167",great for beginner or experienced person. Bought as a gift and she loves it,very fast,,,truman
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn3",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=167","Inexpensive tablet for him to use and learn on, step up from the NABI. He was thrilled with it, learn how to Skype on it already...",Beginner tablet for our 9 year old son.,,,DaveZ
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn4",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=167",I've had my Fire HD 8 two weeks now and I love it. This tablet is a great value.We are Prime Members and that is where this tablet SHINES. I love being able to easily access all of the Prime content as well as movies you can download and watch laterThis has a 1280/800 screen which has some really nice look to it its nice and crisp and very bright infact it is brighter then the ipad pro costing $900 base model. The build on this fire is INSANELY AWESOME running at only 7.7mm thick and the smooth glossy feel on the back it is really amazing to hold its like the futuristic tab in ur hands.,Good!!!,,,Shacks
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN3,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn5",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=168","I bought this for my grand daughter when she comes over to visit. I set it up with her as the user, entered her age and name and now Amazon makes sure that she only accesses sites and content that are appropriate to her age. Simple to do and she loves the capabilities. I also bought and installed a 64gig SD card which gives this little tablet plenty of storage. For the price I think this tablet is best one out there. You can spend hundreds of dollars more for additional speed and capacity but when it comes to the basics this tablets does everything that most people will ever need at a fraction of the cost.",Fantastic Tablet for kids,,,explore42
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN4,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn6",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=169",This amazon fire 8 inch tablet is the perfect size. I purchased it for my husband so that he has a bigger screen than just his phone. He had gotten me one a few years ago so I knew it would be a good purchase.,Just what we expected,,,tklit
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN5,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn7",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=170","Great for e-reading on the go, nice and light weight, and for the price point given, definitely worth the purchase.",great e-reader tablet,,,Droi
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN6,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn8",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=171","I gave this as a Christmas gift to my inlaws, husband and uncle. They loved it and how easy they are to use with fantastic features!",Great for gifts,,,Kacy
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN7,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn9",Amazon,2017-01-13T00:00:00.000Z,2017-07-03T23:33:15Z,2017-06-07T09:04:00.000Z,2017-04-30T00:45:00.000Z,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=200,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=172","Great as a device to read books. I like that it links with my borrowed library e-books. Switched from another popular tablet brand and I am happy with the choice I made. It took some time to get books from my previous non-Kindle reader, but finally figured out a way!",Great for reading,,,Weebee
AVpfwS_CLJeJML43DH5w,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B0083Q04TA,Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Electronics,eBook Readers & Accessories,eBook Readers","amazon/53000386,amazonkindlefirehd3rdgeneration8gb/122605594245,amazonkindlefirehd3rdgeneration8gb/152615237936,amazonkindlefirehd3rdgeneration8gb/391871762463,amazonkindlefirehd3rdgeneration8gb/b0083q04ta",Amazon,2012-09-14T00:00:00Z,2015-11-04T00:00:00Z,,,,,,,http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B0083Q04TA,"UPDATE: I bought both a Fire HD and a Gen 2. (as a present to my mother in law) My initial reviews were written after playing with them for like 20 minutes. I merged both reviews into one to really compare the two products. I'm still answering questions in the comments if you have any. And see the video that compares the two and gives a mini tour of the Kindle system.My Background: I've had 4 android phones, I've had multiple e-readers and my latest 'touch' device is the Le Pan II Android tablet. I've worked on several iPads but never been compelled to spend the extra money for one myself. Wife has a first generation Fire.The new Kindle Fire and Fire HD are the second generation color kindle e-reader/media player/tablet devices. The original Fire received a lot of well earned 4 star reviews. It was a great product but at the end of the day, it was a first generation product. It was no iPad slayer. The Fire HD raises the bar and raises it quite a lot. Jeff Bezos said they set out to make the best tablet available period and -in some regards- they did that in spades. In other ways not so much. (more on this below in the closing thoughts)HARDWARE:BUILD QUALITY:- BOTH are top Notch. I didn't expect anything less from Amazon but they really are solid feeling.- FIRE HD lighter and while it is about the same thickness, the edges are rounded more like an iPad. sleeker look and more comfortable to hold.- FIRE GEN 2 is heavier and 'boxier' built to more fit existing covers I guess. It's heavier too.SIZING:The HD is just a bit taller but a decent bit wider than the Fire. --- NOTE pay attention to accessories because THEY ARE NOT THE SAME SIZE.Read more",Compare FIRE HD to the KINDLE FIRE GEN 2,,,clickz4
AVpfwS_CLJeJML43DH5w,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B0083Q04TA,Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Electronics,eBook Readers & Accessories,eBook Readers","amazon/53000386,amazonkindlefirehd3rdgeneration8gb/122605594245,amazonkindlefirehd3rdgeneration8gb/152615237936,amazonkindlefirehd3rdgeneration8gb/391871762463,amazonkindlefirehd3rdgeneration8gb/b0083q04ta",Amazon,2012-09-21T00:00:00Z,2015-11-04T00:00:00Z,,,,,,,http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B0083Q04TA,"I just received my kindle fire today. I had a hard time deciding between the HD, this, and the paperwhite. I decided on this one, because I really thought I'd like the immersion reading. I have an audible account and I've been reading along to the audiobooks. It's amazing how fast I can get through the books (at 3x speed) and I really retain the info. The immersion reading is super-easy to use and definitely worth upgrading to this. The whole point of the kindle is to read more, and this new feature makes it possible to read 2 or 3 times as many books in the same amount of time. I'm an average-speed reader and was able to read 4 books (with the help of the audiobook reading pace) in the last 30 days and one was the 800+ page Stephen king, 11/22/63.I also tested out the text to speech. It's a lady's voice and much, much, easier to understand than the text to speech on my kindle keyboard. It also has many speed options and I think it reads faster than my kindle keyboard version. I am very, very pleased with it.It is much more responsive than the previous kindle fire I'm upgrading from.If you are worried about the free offers, don't be. I DETEST commercials and advertising so much, I quit reading magazines and watching television. The offers only show on the startup, no big deal. I already took advantage of a 5.00 credit for amazon video. I was able to rent two movies and it only cost me 89 cents, when it was said and done, and I was planning on renting Hunger Games tonight, anyway. So, so far, I don't mind the offers at all.My favorite feature is the immersion reading and the text-to-speech improvements. I also downloaded all the free kindle books with the free audiobooks for the immersion experience.Read more",Best value,,,Me
AVpfwS_CLJeJML43DH5w,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B0083Q04TA,Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Electronics,eBook Readers & Accessories,eBook Readers","amazon/53000386,amazonkindlefirehd3rdgeneration8gb/122605594245,amazonkindlefirehd3rdgeneration8gb/152615237936,amazonkindlefirehd3rdgeneration8gb/391871762463,amazonkindlefirehd3rdgeneration8gb/b0083q04ta",Amazon,2012-10-01T00:00:00Z,2015-11-04T00:00:00Z,,,,,,,http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B0083Q04TA,"I purchased the Kindle Fire ten months ago for my daughter. Three weeks after she got it, it was stolen. Amazon worked with our police department to find the person who had taken it. Amazon first put a hold on the person's account and shut down the Kindle Fire so it wouldn't work. Then, once Amazon had a subpoena, Amazon gave the police all the information the thief had registered to my daughter's Kindle Fire and the police were able to recover it and get it back to us. Since that time, we have purchased an additional Kindle Fire and, just recently, a Kindle Fire HD. We use them like iPads at a fraction of the cost and the number of free books and apps available is unmatched by their competitors. Our oldest Kindle Fire (ten months old) just stopped charging and I contacted Amazon via Live Chat. Immediately, they said they would send me a replacement Kindle Fire and would also email me a printing label for free shipping to return the defective one. Their customer service is incredible! The Kindle Fire itself is amazing. The internet is fast connects perfectly to all wi-fi the graphics are clear and sharp the books and apps offered are endless. My teenager listens to Pandora on it constantly. I'm always reading. My husband checks the sports scores. My young sons are always playing the game apps. We have them protected in KlearKase protectors and have found them to be well-made, quality devices. I wouldn't hesitate to recommend a Kindle Fire to anyone of my friends and family.",Wonderful product and incredible support from Amazon!,,,Lisa
AVpfwS_CLJeJML43DH5w,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B0083Q04TA,Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Electronics,eBook Readers & Accessories,eBook Readers","amazon/53000386,amazonkindlefirehd3rdgeneration8gb/122605594245,amazonkindlefirehd3rdgeneration8gb/152615237936,amazonkindlefirehd3rdgeneration8gb/391871762463,amazonkindlefirehd3rdgeneration8gb/b0083q04ta",Amazon,2012-09-17T00:00:00Z,2015-11-04T00:00:00Z,,,,,,,http://www.amazon.com/Kindle-Display-Wi-Fi-Previous-Generation/dp/B0083Q04TA,"My 7 year old son has the 1st gen Kindle Fire, and we've been very happy with it. He mostly plays games on it now, but we plan to purchase more movies and books for it in the future. My 5 year old wanted one too, so we just purchased the 2nd gen Kindle Fire for her. She had been saving her allowance and birthday money this whole year for it. We purchased one the day they were announced!We've had it now for 3 days... and while it's still the same great product, we were disappointed to find (after receiving the device) that the 2nd generation Fire comes WITHOUT a wall charger (which the first gen Fire had) and has a whole mess of ads loaded onto it. My 5 year old can't read very well yet - she couldn't figure out how to get rid of the ads, and was constantly yelling for me to come help her. Also, some of the ads featured more mature themes (ads for sexy prime time tv shows, for example) that I would not want to expose my young child to.To purchase the wall charger, it cost us an extra 20, and it cost us 15 to have the ads turned off. So now we're up to 194 for the Kindle Fire that we thought we were getting for 159, plus a whole bunch of time wasted trying to figure out how to turn off the ads, and waiting for the wall charger to arrive.I am normally a HUGE Amazon fan, but this one leaves a bad taste in my mouth. Would have given the device 4-5 stars on its own, but with the extra expenses and hassle, I have to take it down a couple stars.***Update Oct 10, 2012*** Interesting that many folks have taken my review as an opportunity to comment on my parenting skills. While I'm sure folks are well intentioned (sarcasm), I don't recall asking for parenting advice. Many have said it's ridiculous to buy an eReader for a child who can't read.Read more",Great product but they get you with the ads and missing accessories,,,Old School Working Mom
